duration,start_date,strt_statn,end_statn,subsc_type,zip_code,age,gender,ID
11,7/28/2011 17:26:00,34,12,C,,,,188
1,8/1/2011 10:05:00,12,12,R,'02131,58,M,2857
12,8/2/2011 10:04:00,12,11,R,'02131,58,M,3705
11,8/2/2011 14:39:00,11,32,R,'02215,27,M,3907
15,8/2/2011 23:37:00,32,21,C,,,,4161
9,8/3/2011 09:20:00,21,49,C,,,,4309
14,8/3/2011 12:14:00,49,13,C,,,,4416
14,8/4/2011 14:18:00,39,10,R,'02215,37,M,5530
19,8/4/2011 15:19:00,10,46,C,,,,5595
6,8/4/2011 16:07:00,46,50,C,,,,5654
7,8/4/2011 16:23:00,50,23,C,,,,5678
15,8/4/2011 16:33:00,23,24,C,,,,5697
20,8/4/2011 16:51:00,24,46,C,,,,5726
5,8/4/2011 17:16:00,46,52,R,'02118,52,F,5785
17,8/4/2011 17:25:00,52,31,C,,,,5801
22,8/4/2011 18:29:00,31,9,R,'02109,27,M,5904
13,8/4/2011 20:46:00,9,8,C,,,,6089
29,8/5/2011 12:51:00,37,37,C,,,,6787
109,8/6/2011 13:08:00,40,47,C,,,,8379
32,8/7/2011 02:07:00,38,32,C,,,,9502
12,8/8/2011 08:30:00,3,50,R,'02130,32,M,10158
17,8/8/2011 14:19:00,16,3,C,,,,10421
5,8/9/2011 08:12:00,3,45,R,'02472,33,M,11060
6,8/9/2011 16:38:00,45,11,R,'02472,33,M,11621
7,8/9/2011 16:50:00,11,12,R,'02155,55,M,11648
13,8/10/2011 09:40:00,12,10,R,'02130,31,F,12057
17,8/10/2011 11:40:00,10,16,R,'02130,31,F,12124
59,8/10/2011 16:14:00,16,16,C,,,,12420
6,8/10/2011 18:36:00,16,42,C,,,,12670
11,8/10/2011 20:30:00,42,32,C,,,,12817
13,8/10/2011 21:39:00,32,42,C,,,,12877
18,8/10/2011 23:25:00,42,33,C,,,,12932
8,8/12/2011 10:17:00,33,13,R,'02115,27,M,14660
8,8/12/2011 14:33:00,13,46,C,,,,15026
130,8/12/2011 14:51:00,46,52,C,,,,15043
53,8/12/2011 19:24:00,52,38,C,,,,15544
8,8/13/2011 10:51:00,38,22,C,,,,16125
40,8/13/2011 15:03:00,22,22,C,,,,16711
20,8/18/2011 16:57:00,22,45,R,'02215,27,M,22107
8,8/18/2011 18:59:00,45,46,R,'02215,26,F,22387
8,8/18/2011 19:47:00,46,16,C,,,,22486
18,8/18/2011 22:36:00,16,31,R,'02128,24,M,22671
5,8/19/2011 00:46:00,31,22,C,,,,22749
102,8/21/2011 13:53:00,22,36,C,,,,26056
8,8/21/2011 15:38:00,36,49,C,,,,26288
37,8/21/2011 19:09:00,49,3,C,,,,26650
59,8/22/2011 14:13:00,3,24,C,,,,27397
13,8/22/2011 16:14:00,24,23,R,'02113,32,F,27544
22,8/22/2011 17:19:00,23,41,R,'02135,27,M,27711
4,8/23/2011 10:27:00,36,52,C,,,,28638
6,8/23/2011 15:26:00,52,42,R,'02108,25,M,29052
5,8/23/2011 16:16:00,42,48,R,'02332,40,M,29118
6,8/23/2011 16:59:00,48,38,R,'01915,44,M,29226
14,8/24/2011 12:39:00,43,47,C,,,,30330
21,8/24/2011 13:27:00,47,35,C,,,,30411
6,8/24/2011 14:00:00,35,42,R,'02021,60,M,30458
18,8/24/2011 14:10:00,42,52,R,'02021,60,M,30477
36,8/24/2011 16:29:00,52,24,C,,,,30671
12,8/24/2011 17:11:00,24,6,R,'03062,31,M,30808
17,8/24/2011 18:10:00,6,53,R,'02115,28,M,30953
8,8/24/2011 20:45:00,53,36,R,'02116,26,F,31249
14,8/24/2011 22:47:00,36,49,C,,,,31346
5,8/25/2011 08:30:00,49,22,R,'02116,28,M,31561
8,8/25/2011 09:09:00,22,50,R,'02324,42,M,31634
22,8/25/2011 12:50:00,50,50,C,,,,31858
35,8/25/2011 14:32:00,50,39,C,,,,31972
11,8/25/2011 17:42:00,39,36,R,'02116,39,M,32243
11,8/25/2011 18:21:00,36,47,R,'02025,32,M,32303
12,8/26/2011 09:19:00,47,35,R,'02113,41,M,32755
5,8/26/2011 12:39:00,35,43,R,'02116,32,M,32989
5,8/26/2011 14:38:00,43,35,R,'02116,32,M,33178
14,8/26/2011 15:30:00,35,57,R,'02115,53,F,33261
26,8/26/2011 19:13:00,57,47,C,,,,33724
38,8/26/2011 20:34:00,47,52,C,,,,33813
15,8/26/2011 21:52:00,52,23,C,,,,33879
19,8/26/2011 22:56:00,23,22,C,,,,33956
81,8/26/2011 23:37:00,22,22,C,,,,33999
648,8/27/2011 02:54:00,22,38,C,,,,34118
21,8/29/2011 06:54:00,38,14,R,'01810,36,F,34718
4,8/29/2011 11:06:00,14,32,R,'02118,37,F,35026
8,8/29/2011 11:51:00,32,41,C,,,,35065
27,8/29/2011 13:45:00,41,39,C,,,,35209
11,8/29/2011 17:18:00,39,43,R,'02043,43,M,35628
2,8/30/2011 08:30:00,35,48,R,'02108,40,M,36359
3,8/30/2011 11:38:00,48,22,R,'02115,36,M,36569
8,8/30/2011 16:30:00,22,38,R,'01944,52,M,36957
9,8/30/2011 21:21:00,10,41,C,,,,37518
38,9/2/2011 15:52:00,41,16,R,'02215,21,M,39784
7,9/2/2011 17:38:00,16,12,R,'02119,33,F,40051
19,9/3/2011 15:30:00,12,5,C,,,,41304
8,9/3/2011 16:56:00,5,32,C,,,,41471
9,9/3/2011 17:40:00,32,36,C,,,,41535
32,9/3/2011 17:51:00,36,17,C,,,,41564
16,9/4/2011 22:54:00,16,54,C,,,,43487
32,9/5/2011 02:30:00,54,45,C,,,,43621
12,9/5/2011 14:25:00,45,45,R,'02143,37,M,44330
29,9/11/2011 18:38:00,6,52,C,,,,51368
14,9/11/2011 19:11:00,52,52,R,'02115,26,M,51432
3,9/11/2011 19:58:00,52,21,R,'02115,26,M,51472
4,9/12/2011 16:32:00,21,16,R,'02048,26,F,52473
8,9/13/2011 08:13:00,16,55,R,'02048,26,F,53249
4,9/13/2011 13:17:00,55,36,R,'02139,25,M,53598
9,9/13/2011 13:25:00,36,45,R,'02116,58,M,53612
48,9/13/2011 22:35:00,45,17,C,,,,54523
21,9/14/2011 18:21:00,17,25,R,'02116,34,M,55686
14,9/14/2011 20:07:00,25,34,C,,,,55824
30,9/15/2011 01:54:00,34,45,C,,,,56035
20,9/15/2011 02:28:00,45,13,C,,,,56041
4,9/15/2011 16:15:00,33,32,R,'02215,28,F,56791
9,9/15/2011 18:15:00,32,53,R,'02215,38,M,57059
7,9/15/2011 18:50:00,53,32,R,'02215,38,M,57124
4,9/16/2011 07:43:00,32,11,R,'02215,38,M,57445
8,9/16/2011 16:49:00,11,12,R,'02703,30,M,58367
3,9/16/2011 18:19:00,12,26,R,'02118,31,M,58631
4,9/19/2011 08:02:00,26,12,R,'02118,31,M,61859
11,9/19/2011 11:35:00,12,36,C,,,,62151
10,9/19/2011 13:20:00,36,54,R,'02476,31,M,62284
11,9/19/2011 16:19:00,54,52,R,'02120,22,M,62533
6,9/20/2011 08:52:00,24,48,C,,,,63467
8,9/20/2011 23:22:00,35,36,R,'02116,32,M,64299
13,9/21/2011 07:35:00,36,22,R,'02131,40,M,64406
6,9/21/2011 12:02:00,22,43,R,'01907,41,M,64819
13,9/21/2011 12:43:00,43,43,R,'02468,52,M,64928
64,9/21/2011 17:45:00,40,36,C,,,,65431
12,9/21/2011 19:39:00,36,32,R,'10065,31,M,65690
12,9/21/2011 23:03:00,32,32,R,'02128,29,M,65882
5,9/22/2011 08:48:00,32,14,R,'02215,31,M,66101
5,9/22/2011 18:39:00,14,45,R,'02215,31,M,66785
4,9/23/2011 06:45:00,45,14,R,'02215,31,M,67124
5,9/23/2011 09:47:00,14,45,R,'02472,33,M,67424
5,9/23/2011 12:05:00,45,3,R,'02472,33,M,67556
7,9/23/2011 19:53:00,3,10,R,'02215,24,M,67963
3,9/24/2011 08:27:00,10,9,C,,,,68069
26,9/24/2011 12:25:00,9,23,C,,,,68300
26,9/24/2011 14:49:00,23,60,R,'02115,45,M,68529
28,9/24/2011 23:20:00,60,60,C,,,,69258
6,9/26/2011 09:16:00,44,24,R,'01938,42,M,70988
5,9/26/2011 13:00:00,24,22,R,'01938,42,M,71256
7,9/27/2011 08:24:00,22,40,R,'02111,54,M,72483
9,9/27/2011 08:39:00,40,59,R,'02113,27,M,72536
307,9/27/2011 09:30:00,59,60,C,,,,72650
7,9/29/2011 09:50:00,60,49,C,,,,75783
7,9/29/2011 10:48:00,49,16,R,'02130,34,M,75822
19,9/29/2011 15:19:00,16,16,R,'02130,34,M,76032
8,9/30/2011 08:14:00,16,55,R,'02048,26,F,76693
9,9/30/2011 09:01:00,55,22,R,'02108,51,M,76818
20,9/30/2011 14:56:00,22,56,R,'02215,36,M,77305
36,9/30/2011 19:18:00,56,56,C,,,,77952
3,9/30/2011 20:19:00,56,10,C,,,,78017
2,9/30/2011 20:23:00,10,9,C,,,,78021
5,9/30/2011 21:24:00,9,56,R,'02215,19,M,78077
34,10/1/2011 14:26:00,56,10,C,,,,78576
4,10/1/2011 15:14:00,10,9,R,'20016,18,F,78679
5,10/1/2011 17:48:00,9,56,R,'02215,21,F,78982
6,10/1/2011 17:58:00,56,34,R,'02215,28,M,78990
25,10/2/2011 19:38:00,34,57,R,'02118,24,F,80116
3,10/2/2011 22:17:00,57,39,R,'02118,24,M,80225
7,10/3/2011 06:48:00,39,50,R,'02118,36,M,80313
10,10/4/2011 00:07:00,16,30,R,'02116,27,M,81506
3,10/5/2011 07:17:00,30,11,R,'02446,33,M,82569
13,10/5/2011 07:46:00,11,36,R,'02446,49,M,82612
17,10/5/2011 09:00:00,36,11,R,'02446,49,M,82817
6,10/5/2011 16:11:00,11,45,R,'02215,43,F,83268
14,10/5/2011 18:11:00,45,52,C,,,,83527
9,10/5/2011 20:47:00,52,42,C,,,,83729
104,10/6/2011 09:55:00,42,42,C,,,,84168
3,10/6/2011 13:44:00,42,36,R,'02210,20,M,84396
11,10/6/2011 19:43:00,36,5,R,'02115,23,M,84971
20,10/6/2011 20:34:00,5,41,C,,,,85009
8,10/7/2011 00:21:00,41,32,R,'02215,22,M,85094
9,10/7/2011 09:07:00,32,53,R,'02446,49,M,85411
4,10/7/2011 09:20:00,53,52,R,'02446,49,M,85427
12,10/7/2011 17:34:00,41,10,R,'02368,21,F,86255
22,10/7/2011 18:16:00,10,60,R,'02114,23,M,86380
15,10/7/2011 21:34:00,60,21,R,'02115,34,M,86613
16,10/8/2011 04:25:00,21,9,C,,,,86771
12,10/8/2011 12:11:00,9,14,C,,,,87074
6,10/8/2011 13:57:00,14,32,C,,,,87317
5,10/8/2011 15:17:00,32,11,R,'02215,35,M,87650
48,10/8/2011 17:29:00,11,11,C,,,,88056
11,10/9/2011 14:38:00,11,14,C,,,,89551
121,10/9/2011 14:51:00,14,44,C,,,,89605
15,10/10/2011 01:49:00,44,6,C,,,,90728
28,10/10/2011 08:53:00,6,47,R,'02118,39,M,90888
138,10/10/2011 11:05:00,47,20,C,,,,91050
7,10/10/2011 13:38:00,20,22,R,'02128,32,F,91382
23,10/10/2011 21:57:00,22,39,R,'02118,,F,92414
27,10/10/2011 22:51:00,39,39,C,,,,92451
14,10/11/2011 09:51:00,39,3,R,'10016,40,M,92928
5,10/11/2011 12:49:00,3,33,R,'02056,29,M,93112
2,10/11/2011 14:54:00,33,56,R,'02215,36,M,93270
10,10/12/2011 08:44:00,38,22,R,'01890,41,M,94405
9,10/14/2011 15:57:00,22,39,R,'02118,31,F,96592
5,10/15/2011 08:29:00,39,16,R,'02118,31,M,97008
34,10/15/2011 09:36:00,16,51,R,'02118,31,M,97044
5,10/15/2011 16:16:00,51,25,R,'02118,36,M,97827
28,10/15/2011 18:00:00,25,55,C,,,,97988
14,10/16/2011 02:00:00,55,49,C,,,,98341
13,10/16/2011 03:04:00,49,52,C,,,,98416
39,10/16/2011 17:29:00,52,29,C,,,,99399
15,10/18/2011 16:01:00,29,29,C,,,,101817
13,10/20/2011 12:46:00,29,29,C,,,,103282
14,10/21/2011 15:54:00,17,41,R,'02163,46,M,105125
38,10/22/2011 01:32:00,41,54,C,,,,105857
38,10/22/2011 11:43:00,54,5,C,,,,106163
9,10/22/2011 17:28:00,5,45,R,'02115,18,M,106961
14,10/22/2011 17:52:00,45,41,R,'02134,25,M,107006
13,10/23/2011 15:07:00,43,49,R,'02110,49,F,108068
5,10/24/2011 14:00:00,49,4,R,'02116,21,F,109075
18,10/24/2011 15:10:00,4,3,R,'02118,44,M,109137
9,10/25/2011 11:08:00,3,61,C,,,,110177
18,10/25/2011 15:37:00,61,33,R,'02215,26,F,110462
8,10/28/2011 16:14:00,33,14,R,'02130,31,M,112680
21,10/28/2011 18:51:00,14,5,R,'02115,19,M,112953
8,10/31/2011 13:31:00,5,32,C,,,,114028
12,11/1/2011 18:39:00,32,12,R,'02072,53,M,115492
16,11/2/2011 16:41:00,12,22,R,'02115,23,M,116355
4,11/2/2011 17:56:00,22,31,R,'02205,28,M,116534
8,11/2/2011 18:14:00,31,24,R,'02135,33,M,116568
7,11/2/2011 18:43:00,24,38,R,'01463,48,M,116605
10,11/3/2011 08:06:00,38,22,R,'01923,31,M,116893
3,11/3/2011 15:49:00,22,20,R,'02478,28,M,117404
6,11/6/2011 10:28:00,20,22,C,,,,119979
18,11/6/2011 12:58:00,22,7,R,'02111,45,F,120170
38,11/6/2011 13:19:00,7,38,R,'02111,45,F,120190
50,11/6/2011 15:17:00,38,54,C,,,,120398
6,11/7/2011 17:23:00,54,4,R,'02118,33,M,121558
12,11/8/2011 12:32:00,4,31,R,'02128,29,M,122462
3,11/8/2011 16:01:00,31,35,R,'02420,56,M,122735
7,11/8/2011 17:31:00,35,40,R,'02109,52,M,122962
8,11/8/2011 20:49:00,40,64,R,'02109,35,M,123219
13,11/9/2011 14:18:00,64,42,R,'02108,39,M,124017
7,11/9/2011 16:38:00,42,43,R,'02043,37,M,124215
6,11/9/2011 18:42:00,43,38,R,'01890,34,M,124492
5,11/10/2011 08:04:00,38,31,R,'02180,35,M,124853
6,11/11/2011 10:51:00,40,64,R,'02113,25,M,125638
169,11/12/2011 12:48:00,64,52,C,,,,126525
62,11/12/2011 16:29:00,52,23,C,,,,126920
9,11/13/2011 01:00:00,23,49,C,,,,127193
12,11/13/2011 01:54:00,49,24,C,,,,127244
25,11/13/2011 12:30:00,24,5,R,'02115,23,M,127508
8,11/13/2011 13:18:00,5,36,R,'02115,19,M,127584
46,11/13/2011 14:06:00,36,22,C,,,,127659
27,11/14/2011 01:52:00,22,30,C,,,,128048
7,11/16/2011 08:14:00,30,16,R,'02116,27,M,130582
5,11/16/2011 09:05:00,16,39,R,'01532,48,M,130712
6,11/16/2011 09:27:00,39,12,R,'02118,34,M,130736
6,11/17/2011 07:56:00,12,14,R,'02056,29,M,131186
3,11/17/2011 13:45:00,14,32,R,'02215,25,M,131565
2,11/17/2011 15:09:00,32,45,R,'02492,36,M,131615
9,11/17/2011 16:41:00,45,27,R,'02120,24,M,131647
9,11/18/2011 08:49:00,27,14,R,'02128,32,M,132012
4,11/18/2011 13:12:00,14,32,R,'02215,35,M,132220
5,11/18/2011 13:39:00,32,14,R,'02215,24,F,132236
15,11/18/2011 18:10:00,14,16,R,'02116,28,F,132549
4,11/19/2011 09:16:00,16,52,R,'02116,28,F,132769
8,11/19/2011 14:22:00,55,45,R,'02138,25,F,133033
266,11/20/2011 09:33:00,45,10,C,,,,133513
24,11/20/2011 14:55:00,10,49,C,,,,133953
33,11/20/2011 15:26:00,49,43,C,,,,134022
4,11/21/2011 22:53:00,43,40,R,'02109,27,F,135225
8,11/22/2011 08:11:00,40,22,R,'02113,26,F,135340
21,11/22/2011 11:46:00,22,38,C,,,,135547
6,11/22/2011 12:10:00,38,35,R,'01826,45,M,135588
15,11/22/2011 14:05:00,35,32,R,'02215,28,M,135703
6,11/22/2011 15:15:00,32,52,R,'02115,30,M,135746
3,11/23/2011 10:05:00,52,52,R,'02115,19,M,136064
79,11/25/2011 14:14:00,49,49,C,,,,136711
7,11/25/2011 16:26:00,49,25,C,,,,136850
4,11/26/2011 09:08:00,25,46,R,'02118,40,F,137026
25,11/26/2011 09:26:00,46,32,C,,,,137033
54,11/26/2011 10:01:00,32,32,R,'02215,38,F,137047
3,11/26/2011 12:04:00,32,11,R,'02215,38,M,137124
2,11/26/2011 14:09:00,11,32,R,'02215,38,M,137249
23,11/26/2011 14:56:00,32,33,R,'02116,58,M,137303
26,11/27/2011 14:13:00,33,18,C,,,,137794
9,4/18/2012 17:08:00,64,38,R,'01930,53,M,179250
8,4/18/2012 18:09:00,38,22,R,'02324,39,M,179455
2,4/18/2012 18:28:00,22,35,R,'02215,22,M,179506
5,4/18/2012 18:36:00,35,38,R,'01938,48,M,179533
7,4/18/2012 22:51:00,38,54,R,'02113,23,F,179812
4,4/19/2012 09:10:00,54,48,R,'02108,40,M,180245
12,4/20/2012 08:12:00,3,16,R,'02215,25,M,182017
7,4/20/2012 12:58:00,16,57,R,'02118,52,M,182537
10,4/20/2012 13:19:00,57,45,R,'02118,29,M,182585
4,4/20/2012 13:33:00,45,55,R,'02215,33,M,182606
21,4/20/2012 16:50:00,55,60,R,'02116,20,M,183008
24,4/20/2012 17:12:00,60,10,R,'02116,20,M,183101
21,4/20/2012 17:40:00,10,36,R,'02116,20,M,183219
20,4/20/2012 18:05:00,36,25,R,'02116,20,M,183309
9,4/20/2012 18:43:00,25,63,R,'02127,27,M,183452
17,4/21/2012 12:46:00,59,47,C,,,,184368
22,4/21/2012 14:12:00,47,50,C,,,,184641
237,4/21/2012 14:45:00,50,10,C,,,,184755
97,4/22/2012 11:19:00,42,42,C,,,,186269
26,4/23/2012 17:13:00,50,15,R,'02144,36,M,186805
19,4/24/2012 14:03:00,15,33,R,'02478,28,M,187843
21,4/24/2012 14:32:00,33,31,R,'02478,28,M,187864
16,4/24/2012 16:41:00,31,16,R,'02115,35,M,188038
14,4/24/2012 17:35:00,16,27,R,'02120,23,M,188215
21,4/29/2012 16:22:00,27,58,C,,,,195728
18,4/29/2012 18:07:00,58,36,R,'02111,42,M,195996
17,4/29/2012 19:18:00,36,48,R,'02114,26,M,196101
4,4/30/2012 12:01:00,54,50,R,'02116,56,M,196830
12,4/30/2012 12:08:00,50,33,R,'02144,36,M,196842
70,4/30/2012 13:09:00,33,33,R,'02215,61,F,196952
20,4/30/2012 14:29:00,33,47,R,'02478,28,M,197074
21,4/30/2012 14:51:00,47,45,C,,,,197106
8,4/30/2012 22:31:00,45,5,R,'02115,21,F,197938
4,4/30/2012 23:56:00,5,33,R,'02215,20,M,197971
16,5/1/2012 17:20:00,33,60,R,'02114,27,M,198275
8,5/1/2012 21:21:00,60,40,R,'02109,25,M,198423
7,5/2/2012 09:11:00,40,54,R,'02116,26,M,198765
9,5/2/2012 17:58:00,54,39,R,'02118,47,M,199593
14,5/3/2012 06:45:00,39,38,R,'02118,28,M,200032
8,5/3/2012 07:11:00,38,35,R,'01826,45,M,200048
2,5/3/2012 14:23:00,35,48,R,'02110,22,F,200490
9,5/3/2012 16:28:00,48,60,R,'02118,53,M,200661
11,5/3/2012 18:13:00,60,61,R,'02118,24,M,200910
1,5/3/2012 20:51:00,61,36,R,'02127,34,M,201098
7,5/3/2012 21:07:00,36,60,R,'02114,24,M,201114
3,5/4/2012 00:39:00,60,58,R,'02116,33,M,201217
18,5/4/2012 10:42:00,58,48,R,'02130,38,M,201573
4,5/4/2012 16:15:00,48,24,R,'02481,41,M,201965
3,5/4/2012 23:03:00,24,20,R,'02205,28,M,202633
9,5/5/2012 13:21:00,20,6,C,,,,203173
10,5/5/2012 15:40:00,6,64,R,'02210,29,F,203442
8,5/6/2012 13:25:00,64,40,C,,,,204532
5,5/6/2012 15:17:00,36,54,R,'02116,33,M,204731
47,5/6/2012 16:34:00,54,54,C,,,,204871
12,5/7/2012 07:51:00,54,12,R,'01902,43,F,205494
7,5/7/2012 08:12:00,12,21,R,'02131,58,M,205577
15,5/7/2012 08:34:00,21,46,C,,,,205651
6,5/7/2012 08:56:00,46,16,R,'02116,23,M,205721
6,5/7/2012 09:04:00,16,48,R,'02116,28,M,205741
3,5/7/2012 17:36:00,25,16,R,'02118,43,M,206614
3,5/7/2012 18:38:00,16,4,R,'02118,24,F,206827
10,5/7/2012 19:37:00,4,58,R,'02339,29,M,206946
5,5/8/2012 06:14:00,58,48,R,'02116,25,M,207209
7,5/8/2012 16:51:00,48,49,R,'02116,49,M,207762
5,5/9/2012 14:18:00,49,36,R,'02108,43,M,208460
7,5/9/2012 18:24:00,58,38,R,'02110,29,M,208859
8,5/10/2012 14:04:00,65,40,C,,,,209366
8,5/10/2012 15:40:00,40,65,C,,,,209463
18,5/10/2012 18:23:00,65,42,C,,,,209891
9,5/10/2012 19:06:00,42,61,R,'02127,31,M,209991
11,5/11/2012 02:21:00,61,63,R,'02127,29,M,210276
6,5/11/2012 07:24:00,63,22,R,'02127,29,F,210381
6,5/11/2012 08:54:00,22,47,R,'02043,43,M,210645
8,5/11/2012 09:14:00,47,59,R,'02113,34,M,210685
6,5/11/2012 12:02:00,59,43,R,'02066,50,M,210902
4,5/11/2012 17:08:00,43,47,R,'01833,38,M,211514
13,5/12/2012 01:51:00,23,57,R,'02118,22,M,212289
5,5/12/2012 10:02:00,57,16,R,'02118,34,M,212484
6,5/12/2012 10:11:00,16,39,R,'02118,33,M,212500
8,5/12/2012 10:26:00,39,63,R,'02118,29,M,212533
10,5/12/2012 11:26:00,63,64,C,,,,212638
80,5/12/2012 16:28:00,64,21,C,,,,213505
17,5/12/2012 18:51:00,21,45,R,'02215,34,M,213938
20,5/12/2012 21:07:00,45,42,R,'02116,25,F,214182
20,5/12/2012 23:49:00,42,40,C,,,,214364
20,5/13/2012 12:14:00,40,31,C,,,,214771
38,5/13/2012 14:48:00,43,7,C,,,,215122
20,5/13/2012 16:53:00,7,42,C,,,,215500
8,5/13/2012 17:38:00,42,44,R,'02116,36,M,215649
16,5/13/2012 17:50:00,44,36,R,'02116,36,M,215681
3,5/13/2012 18:18:00,36,16,R,'02116,26,M,215730
9,5/14/2012 08:06:00,16,23,R,'02116,28,M,216350
14,5/14/2012 08:43:00,23,10,R,'02128,30,F,216434
30,5/15/2012 12:43:00,18,18,R,'02134,28,M,218323
1,5/15/2012 13:16:00,18,29,R,'02134,28,M,218376
21,5/16/2012 15:04:00,29,18,R,'02134,28,M,219467
13,5/17/2012 14:02:00,18,18,R,'02134,28,M,221368
13,5/17/2012 20:01:00,18,18,R,'02134,28,M,222436
23,5/18/2012 15:19:00,18,42,R,'02134,28,F,223973
6,5/18/2012 16:16:00,42,43,R,'02025,40,M,224132
3,5/18/2012 17:22:00,43,22,R,'02110,50,M,224436
17,5/18/2012 17:35:00,22,61,R,'02116,23,F,224478
9,5/18/2012 22:35:00,61,60,R,'02114,25,F,225014
24,5/19/2012 00:07:00,60,52,C,,,,225075
27,5/19/2012 00:36:00,52,15,C,,,,225087
32,5/19/2012 01:46:00,15,60,C,,,,225128
7,5/19/2012 06:45:00,60,36,R,'02108,30,F,225168
3,5/19/2012 07:18:00,36,42,R,'02116,32,F,225177
10,5/19/2012 07:46:00,42,43,C,,,,225192
13,5/19/2012 07:59:00,43,38,C,,,,225198
12,5/19/2012 08:15:00,38,42,C,,,,225206
10,5/19/2012 08:30:00,42,47,C,,,,225219
10,5/19/2012 09:32:00,47,6,C,,,,225282
17,5/19/2012 14:08:00,6,31,C,,,,225906
